Name,Geo Place Name,Start_Date,Data Value
Asthma emergency department visits due to PM2.5,Bayside - Little Neck,2012,10.0
Asthma emergency department visits due to PM2.5,Bayside - Little Neck,2015,8.55
Asthma emergency department visits due to PM2.5,Bayside - Little Neck,2017,6.0
Asthma emergency department visits due to PM2.5,Bedford Stuyvesant - Crown Heights,2005,154.9
Asthma emergency department visits due to PM2.5,Bedford Stuyvesant - Crown Heights,2009,136.9
Asthma emergency department visits due to PM2.5,Bedford Stuyvesant - Crown Heights,2012,128.0
Asthma emergency department visits due to PM2.5,Bedford Stuyvesant - Crown Heights,2015,96.35
Asthma emergency department visits due to PM2.5,Bedford Stuyvesant - Crown Heights,2017,81.0
Asthma emergency department visits due to PM2.5,Bensonhurst - Bay Ridge,2005,17.25
Asthma emergency department visits due to PM2.5,Bensonhurst - Bay Ridge,2009,16.0
Asthma emergency department visits due to PM2.5,Bensonhurst - Bay Ridge,2012,14.25
Asthma emergency department visits due to PM2.5,Bensonhurst - Bay Ridge,2015,12.65
Asthma emergency department visits due to PM2.5,Bensonhurst - Bay Ridge,2017,11.0
Asthma emergency department visits due to PM2.5,Borough Park,2005,13.85
Asthma emergency department visits due to PM2.5,Borough Park,2009,16.35
Asthma emergency department visits due to PM2.5,Borough Park,2012,14.95
Asthma emergency department visits due to PM2.5,Borough Park,2015,12.55
Asthma emergency department visits due to PM2.5,Borough Park,2017,12.0
Asthma emergency department visits due to PM2.5,Bronx,2005,167.4
Asthma emergency department visits due to PM2.5,Bronx,2009,97.6
Asthma emergency department visits due to PM2.5,Bronx,2012,133.65
Asthma emergency department visits due to PM2.5,Bronx,2015,106.95
Asthma emergency department visits due to PM2.5,Bronx,2017,80.0
Asthma emergency department visits due to PM2.5,Brooklyn,2005,77.4
Asthma emergency department visits due to PM2.5,Brooklyn,2009,70.8
Asthma emergency department visits due to PM2.5,Brooklyn,2012,63.0
Asthma emergency department visits due to PM2.5,Brooklyn,2015,48.7
Asthma emergency department visits due to PM2.5,Brooklyn,2017,42.0
Asthma emergency department visits due to PM2.5,Canarsie - Flatlands,2005,66.85
Asthma emergency department visits due to PM2.5,Canarsie - Flatlands,2009,61.3
Asthma emergency department visits due to PM2.5,Canarsie - Flatlands,2012,53.0
Asthma emergency department visits due to PM2.5,Canarsie - Flatlands,2015,46.4
Asthma emergency department visits due to PM2.5,Canarsie - Flatlands,2017,41.0
Asthma emergency department visits due to PM2.5,Central Harlem - Morningside Heights,2005,317.3
Asthma emergency department visits due to PM2.5,Central Harlem - Morningside Heights,2009,214.05
Asthma emergency department visits due to PM2.5,Central Harlem - Morningside Heights,2012,184.75
Asthma emergency department visits due to PM2.5,Central Harlem - Morningside Heights,2015,144.1
Asthma emergency department visits due to PM2.5,Central Harlem - Morningside Heights,2017,106.5
Asthma emergency department visits due to PM2.5,Chelsea - Clinton,2005,89.1
Asthma emergency department visits due to PM2.5,Chelsea - Clinton,2009,56.949999999999996
Asthma emergency department visits due to PM2.5,Chelsea - Clinton,2012,52.05
Asthma emergency department visits due to PM2.5,Chelsea - Clinton,2015,37.0
Asthma emergency department visits due to PM2.5,Chelsea - Clinton,2017,34.0
Asthma emergency department visits due to PM2.5,Coney Island - Sheepshead Bay,2005,31.25
Asthma emergency department visits due to PM2.5,Coney Island - Sheepshead Bay,2009,27.450000000000003
Asthma emergency department visits due to PM2.5,Coney Island - Sheepshead Bay,2012,23.65
Asthma emergency department visits due to PM2.5,Coney Island - Sheepshead Bay,2015,24.799999999999997
Asthma emergency department visits due to PM2.5,Coney Island - Sheepshead Bay,2017,24.0
Asthma emergency department visits due to PM2.5,Crotona -Tremont,2005,224.9
Asthma emergency department visits due to PM2.5,Crotona -Tremont,2009,165.75
Asthma emergency department visits due to PM2.5,Crotona -Tremont,2012,166.1
Asthma emergency department visits due to PM2.5,Crotona -Tremont,2015,127.14999999999999
Asthma emergency department visits due to PM2.5,Crotona -Tremont,2017,93.0
Asthma emergency department visits due to PM2.5,Downtown - Heights - Slope,2005,80.1
Asthma emergency department visits due to PM2.5,Downtown - Heights - Slope,2009,64.9
Asthma emergency department visits due to PM2.5,Downtown - Heights - Slope,2012,56.35
Asthma emergency department visits due to PM2.5,Downtown - Heights - Slope,2015,35.25
Asthma emergency department visits due to PM2.5,Downtown - Heights - Slope,2017,33.0
Asthma emergency department visits due to PM2.5,East Flatbush - Flatbush,2005,84.30000000000001
Asthma emergency department visits due to PM2.5,East Flatbush - Flatbush,2009,86.85
Asthma emergency department visits due to PM2.5,East Flatbush - Flatbush,2012,76.15
Asthma emergency department visits due to PM2.5,East Flatbush - Flatbush,2015,63.05
Asthma emergency department visits due to PM2.5,East Flatbush - Flatbush,2017,56.0
Asthma emergency department visits due to PM2.5,East Harlem,2005,278.45
Asthma emergency department visits due to PM2.5,East Harlem,2009,223.25
Asthma emergency department visits due to PM2.5,East Harlem,2012,185.45
Asthma emergency department visits due to PM2.5,East Harlem,2015,163.55
Asthma emergency department visits due to PM2.5,East Harlem,2017,125.0
Asthma emergency department visits due to PM2.5,East New York,2005,137.85
Asthma emergency department visits due to PM2.5,East New York,2009,119.1
Asthma emergency department visits due to PM2.5,East New York,2012,113.25
Asthma emergency department visits due to PM2.5,East New York,2015,94.9
Asthma emergency department visits due to PM2.5,East New York,2017,78.5
Asthma emergency department visits due to PM2.5,Flushing - Clearview,2005,31.0
Asthma emergency department visits due to PM2.5,Flushing - Clearview,2009,23.65
Asthma emergency department visits due to PM2.5,Flushing - Clearview,2012,19.45
Asthma emergency department visits due to PM2.5,Flushing - Clearview,2015,18.65
Asthma emergency department visits due to PM2.5,Flushing - Clearview,2017,15.5
Asthma emergency department visits due to PM2.5,Fordham - Bronx Pk,2005,137.7
Asthma emergency department visits due to PM2.5,Fordham - Bronx Pk,2009,95.75
Asthma emergency department visits due to PM2.5,Fordham - Bronx Pk,2012,134.5
Asthma emergency department visits due to PM2.5,Fordham - Bronx Pk,2015,108.85
Asthma emergency department visits due to PM2.5,Fordham - Bronx Pk,2017,80.5
Asthma emergency department visits due to PM2.5,Fresh Meadows,2005,38.5
Asthma emergency department visits due to PM2.5,Fresh Meadows,2009,32.45
Asthma emergency department visits due to PM2.5,Fresh Meadows,2012,27.4
Asthma emergency department visits due to PM2.5,Fresh Meadows,2015,24.450000000000003
Asthma emergency department visits due to PM2.5,Fresh Meadows,2017,22.0
Asthma emergency department visits due to PM2.5,Gramercy Park - Murray Hill,2005,44.55
Asthma emergency department visits due to PM2.5,Gramercy Park - Murray Hill,2009,45.2
Asthma emergency department visits due to PM2.5,Gramercy Park - Murray Hill,2012,40.8
Asthma emergency department visits due to PM2.5,Gramercy Park - Murray Hill,2015,30.5
Asthma emergency department visits due to PM2.5,Gramercy Park - Murray Hill,2017,23.5
Asthma emergency department visits due to PM2.5,Greenpoint,2005,48.7
Asthma emergency department visits due to PM2.5,Greenpoint,2009,43.9
Asthma emergency department visits due to PM2.5,Greenpoint,2012,35.2
Asthma emergency department visits due to PM2.5,Greenpoint,2015,23.65
Asthma emergency department visits due to PM2.5,Greenpoint,2017,17.5
Asthma emergency department visits due to PM2.5,Greenwich Village - SoHo,2005,18.6
Asthma emergency department visits due to PM2.5,Greenwich Village - SoHo,2009,16.85
Asthma emergency department visits due to PM2.5,Greenwich Village - SoHo,2012,12.65
Asthma emergency department visits due to PM2.5,Greenwich Village - SoHo,2015,10.35
Asthma emergency department visits due to PM2.5,Greenwich Village - SoHo,2017,10.0
Asthma emergency department visits due to PM2.5,High Bridge - Morrisania,2005,250.85
Asthma emergency department visits due to PM2.5,High Bridge - Morrisania,2009,189.7
Asthma emergency department visits due to PM2.5,High Bridge - Morrisania,2012,174.95
Asthma emergency department visits due to PM2.5,High Bridge - Morrisania,2015,143.35
Asthma emergency department visits due to PM2.5,High Bridge - Morrisania,2017,108.0
Asthma emergency department visits due to PM2.5,Hunts Point - Mott Haven,2005,233.85000000000002
Asthma emergency department visits due to PM2.5,Hunts Point - Mott Haven,2009,194.7
Asthma emergency department visits due to PM2.5,Hunts Point - Mott Haven,2012,181.89999999999998
Asthma emergency department visits due to PM2.5,Hunts Point - Mott Haven,2015,149.64999999999998
Asthma emergency department visits due to PM2.5,Hunts Point - Mott Haven,2017,115.0
Asthma emergency department visits due to PM2.5,Jamaica,2005,80.55
Asthma emergency department visits due to PM2.5,Jamaica,2009,78.7
Asthma emergency department visits due to PM2.5,Jamaica,2012,65.5
Asthma emergency department visits due to PM2.5,Jamaica,2015,49.65
Asthma emergency department visits due to PM2.5,Jamaica,2017,41.0
Asthma emergency department visits due to PM2.5,Kingsbridge - Riverdale,2005,62.5
Asthma emergency department visits due to PM2.5,Kingsbridge - Riverdale,2009,43.05
Asthma emergency department visits due to PM2.5,Kingsbridge - Riverdale,2012,54.7
Asthma emergency department visits due to PM2.5,Kingsbridge - Riverdale,2015,45.8
Asthma emergency department visits due to PM2.5,Kingsbridge - Riverdale,2017,32.0
Asthma emergency department visits due to PM2.5,Long Island City - Astoria,2005,44.7
Asthma emergency department visits due to PM2.5,Long Island City - Astoria,2009,53.75
Asthma emergency department visits due to PM2.5,Long Island City - Astoria,2012,36.95
Asthma emergency department visits due to PM2.5,Long Island City - Astoria,2015,33.95
Asthma emergency department visits due to PM2.5,Long Island City - Astoria,2017,29.0
Asthma emergency department visits due to PM2.5,Lower Manhattan,2005,53.3
Asthma emergency department visits due to PM2.5,Lower Manhattan,2009,41.45
Asthma emergency department visits due to PM2.5,Lower Manhattan,2012,38.2
Asthma emergency department visits due to PM2.5,Lower Manhattan,2015,27.299999999999997
Asthma emergency department visits due to PM2.5,Lower Manhattan,2017,25.5
Asthma emergency department visits due to PM2.5,Manhattan,2005,119.65
Asthma emergency department visits due to PM2.5,Manhattan,2009,95.0
Asthma emergency department visits due to PM2.5,Manhattan,2012,78.75
Asthma emergency department visits due to PM2.5,Manhattan,2015,64.15
Asthma emergency department visits due to PM2.5,Manhattan,2017,49.5
Asthma emergency department visits due to PM2.5,New York City,2005,91.6
Asthma emergency department visits due to PM2.5,New York City,2009,75.95
Asthma emergency department visits due to PM2.5,New York City,2012,70.0
Asthma emergency department visits due to PM2.5,New York City,2015,56.400000000000006
Asthma emergency department visits due to PM2.5,New York City,2017,45.0
Asthma emergency department visits due to PM2.5,Northeast Bronx,2005,111.0
Asthma emergency department visits due to PM2.5,Northeast Bronx,2009,55.5
Asthma emergency department visits due to PM2.5,Northeast Bronx,2012,98.80000000000001
Asthma emergency department visits due to PM2.5,Northeast Bronx,2015,78.5
Asthma emergency department visits due to PM2.5,Northeast Bronx,2017,58.5
Asthma emergency department visits due to PM2.5,Pelham - Throgs Neck,2005,121.1
Asthma emergency department visits due to PM2.5,Pelham - Throgs Neck,2009,89.7
Asthma emergency department visits due to PM2.5,Pelham - Throgs Neck,2012,96.35
Asthma emergency department visits due to PM2.5,Pelham - Throgs Neck,2015,74.9
Asthma emergency department visits due to PM2.5,Pelham - Throgs Neck,2017,57.0
Asthma emergency department visits due to PM2.5,Port Richmond,2005,84.75
Asthma emergency department visits due to PM2.5,Port Richmond,2009,78.25
Asthma emergency department visits due to PM2.5,Port Richmond,2012,69.95
Asthma emergency department visits due to PM2.5,Port Richmond,2015,56.25
Asthma emergency department visits due to PM2.5,Port Richmond,2017,51.0
Asthma emergency department visits due to PM2.5,Queens,2005,53.4
Asthma emergency department visits due to PM2.5,Queens,2009,48.95
Asthma emergency department visits due to PM2.5,Queens,2012,36.900000000000006
Asthma emergency department visits due to PM2.5,Queens,2015,32.599999999999994
Asthma emergency department visits due to PM2.5,Queens,2017,27.0
Asthma emergency department visits due to PM2.5,Ridgewood - Forest Hills,2005,35.05
Asthma emergency department visits due to PM2.5,Ridgewood - Forest Hills,2009,33.0
Asthma emergency department visits due to PM2.5,Ridgewood - Forest Hills,2012,29.05
Asthma emergency department visits due to PM2.5,Ridgewood - Forest Hills,2015,22.5
Asthma emergency department visits due to PM2.5,Ridgewood - Forest Hills,2017,16.5
Asthma emergency department visits due to PM2.5,Rockaways,2005,106.35
Asthma emergency department visits due to PM2.5,Rockaways,2009,79.8
Asthma emergency department visits due to PM2.5,Rockaways,2012,50.099999999999994
Asthma emergency department visits due to PM2.5,Rockaways,2015,47.0
Asthma emergency department visits due to PM2.5,Rockaways,2017,39.5
Asthma emergency department visits due to PM2.5,South Beach - Tottenville,2005,20.25
Asthma emergency department visits due to PM2.5,South Beach - Tottenville,2009,16.4
Asthma emergency department visits due to PM2.5,South Beach - Tottenville,2012,15.950000000000001
Asthma emergency department visits due to PM2.5,South Beach - Tottenville,2015,11.45
Asthma emergency department visits due to PM2.5,South Beach - Tottenville,2017,9.0
Asthma emergency department visits due to PM2.5,Southeast Queens,2005,51.099999999999994
Asthma emergency department visits due to PM2.5,Southeast Queens,2009,48.95
Asthma emergency department visits due to PM2.5,Southeast Queens,2012,37.849999999999994
Asthma emergency department visits due to PM2.5,Southeast Queens,2015,28.7
Asthma emergency department visits due to PM2.5,Southeast Queens,2017,23.0
Asthma emergency department visits due to PM2.5,Southwest Queens,2005,56.0
Asthma emergency department visits due to PM2.5,Southwest Queens,2009,54.9
Asthma emergency department visits due to PM2.5,Southwest Queens,2012,42.3
Asthma emergency department visits due to PM2.5,Southwest Queens,2015,30.8
Asthma emergency department visits due to PM2.5,Southwest Queens,2017,27.0
Asthma emergency department visits due to PM2.5,Stapleton - St. George,2005,62.0
Asthma emergency department visits due to PM2.5,Stapleton - St. George,2009,59.5
Asthma emergency department visits due to PM2.5,Stapleton - St. George,2012,52.849999999999994
Asthma emergency department visits due to PM2.5,Stapleton - St. George,2015,40.75
Asthma emergency department visits due to PM2.5,Stapleton - St. George,2017,39.5
Asthma emergency department visits due to PM2.5,Staten Island,2005,42.45
Asthma emergency department visits due to PM2.5,Staten Island,2009,39.3
Asthma emergency department visits due to PM2.5,Staten Island,2012,35.8
Asthma emergency department visits due to PM2.5,Staten Island,2015,26.950000000000003
Asthma emergency department visits due to PM2.5,Staten Island,2017,24.5
Asthma emergency department visits due to PM2.5,Sunset Park,2005,47.1
Asthma emergency department visits due to PM2.5,Sunset Park,2009,43.15
Asthma emergency department visits due to PM2.5,Sunset Park,2012,36.75
Asthma emergency department visits due to PM2.5,Sunset Park,2015,26.5
Asthma emergency department visits due to PM2.5,Sunset Park,2017,25.5
Asthma emergency department visits due to PM2.5,Union Square - Lower East Side,2005,85.6
Asthma emergency department visits due to PM2.5,Union Square - Lower East Side,2009,98.7
Asthma emergency department visits due to PM2.5,Union Square - Lower East Side,2012,75.5
Asthma emergency department visits due to PM2.5,Union Square - Lower East Side,2015,66.9
Asthma emergency department visits due to PM2.5,Union Square - Lower East Side,2017,59.5
Asthma emergency department visits due to PM2.5,Upper East Side,2005,25.25
Asthma emergency department visits due to PM2.5,Upper East Side,2009,22.45
Asthma emergency department visits due to PM2.5,Upper East Side,2012,16.2
Asthma emergency department visits due to PM2.5,Upper East Side,2015,12.600000000000001
Asthma emergency department visits due to PM2.5,Upper East Side,2017,11.0
Asthma emergency department visits due to PM2.5,Upper West Side,2005,72.75
Asthma emergency department visits due to PM2.5,Upper West Side,2009,49.85
Asthma emergency department visits due to PM2.5,Upper West Side,2012,43.7
Asthma emergency department visits due to PM2.5,Upper West Side,2015,37.55
Asthma emergency department visits due to PM2.5,Upper West Side,2017,29.0
Asthma emergency department visits due to PM2.5,Washington Heights,2005,121.15
Asthma emergency department visits due to PM2.5,Washington Heights,2009,91.5
Asthma emergency department visits due to PM2.5,Washington Heights,2012,76.0
Asthma emergency department visits due to PM2.5,Washington Heights,2015,57.25
Asthma emergency department visits due to PM2.5,Washington Heights,2017,42.5
Asthma emergency department visits due to PM2.5,West Queens,2005,55.65
Asthma emergency department visits due to PM2.5,West Queens,2009,45.4
Asthma emergency department visits due to PM2.5,West Queens,2012,31.3
Asthma emergency department visits due to PM2.5,West Queens,2015,37.45
Asthma emergency department visits due to PM2.5,West Queens,2017,31.5
Asthma emergency department visits due to PM2.5,Williamsburg - Bushwick,2005,152.05
Asthma emergency department visits due to PM2.5,Williamsburg - Bushwick,2009,145.7
Asthma emergency department visits due to PM2.5,Williamsburg - Bushwick,2012,131.25
Asthma emergency department visits due to PM2.5,Williamsburg - Bushwick,2015,87.6
Asthma emergency department visits due to PM2.5,Williamsburg - Bushwick,2017,69.5
Asthma emergency department visits due to PM2.5,Willowbrook,2005,23.2
Asthma emergency department visits due to PM2.5,Willowbrook,2009,24.4
Asthma emergency department visits due to PM2.5,Willowbrook,2012,21.3
Asthma emergency department visits due to PM2.5,Willowbrook,2015,15.850000000000001
Asthma emergency department visits due to PM2.5,Willowbrook,2017,14.0
Asthma emergency departments visits due to Ozone,Bayside - Little Neck,2005,15.45
Asthma emergency departments visits due to Ozone,Bayside - Little Neck,2009,17.65
Asthma emergency departments visits due to Ozone,Bayside - Little Neck,2012,14.65
Asthma emergency departments visits due to Ozone,Bayside - Little Neck,2015,13.0
Asthma emergency departments visits due to Ozone,Bayside - Little Neck,2017,11.0
Asthma emergency departments visits due to Ozone,Bedford Stuyvesant - Crown Heights,2005,127.1
Asthma emergency departments visits due to Ozone,Bedford Stuyvesant - Crown Heights,2009,148.4
Asthma emergency departments visits due to Ozone,Bedford Stuyvesant - Crown Heights,2012,169.1
Asthma emergency departments visits due to Ozone,Bedford Stuyvesant - Crown Heights,2015,137.05
Asthma emergency departments visits due to Ozone,Bedford Stuyvesant - Crown Heights,2017,111.0
Asthma emergency departments visits due to Ozone,Bensonhurst - Bay Ridge,2005,14.899999999999999
Asthma emergency departments visits due to Ozone,Bensonhurst - Bay Ridge,2009,19.299999999999997
Asthma emergency departments visits due to Ozone,Bensonhurst - Bay Ridge,2012,19.35
Asthma emergency departments visits due to Ozone,Bensonhurst - Bay Ridge,2015,19.35
Asthma emergency departments visits due to Ozone,Bensonhurst - Bay Ridge,2017,15.5
Asthma emergency departments visits due to Ozone,Borough Park,2005,12.0
Asthma emergency departments visits due to Ozone,Borough Park,2009,19.05
Asthma emergency departments visits due to Ozone,Borough Park,2012,19.55
Asthma emergency departments visits due to Ozone,Borough Park,2015,18.35
Asthma emergency departments visits due to Ozone,Borough Park,2017,16.5
Asthma emergency departments visits due to Ozone,Bronx,2005,112.85
Asthma emergency departments visits due to Ozone,Bronx,2009,113.25
Asthma emergency departments visits due to Ozone,Bronx,2012,156.6
Asthma emergency departments visits due to Ozone,Bronx,2015,132.55
Asthma emergency departments visits due to Ozone,Bronx,2017,109.5
Asthma emergency departments visits due to Ozone,Brooklyn,2005,63.4
Asthma emergency departments visits due to Ozone,Brooklyn,2009,77.5
Asthma emergency departments visits due to Ozone,Brooklyn,2012,81.55
Asthma emergency departments visits due to Ozone,Brooklyn,2015,69.5
Asthma emergency departments visits due to Ozone,Brooklyn,2017,58.5
Asthma emergency departments visits due to Ozone,Canarsie - Flatlands,2005,58.85
Asthma emergency departments visits due to Ozone,Canarsie - Flatlands,2009,73.75
Asthma emergency departments visits due to Ozone,Canarsie - Flatlands,2012,75.5
Asthma emergency departments visits due to Ozone,Canarsie - Flatlands,2015,68.7
Asthma emergency departments visits due to Ozone,Canarsie - Flatlands,2017,57.5
Asthma emergency departments visits due to Ozone,Central Harlem - Morningside Heights,2005,224.3
Asthma emergency departments visits due to Ozone,Central Harlem - Morningside Heights,2009,200.14999999999998
Asthma emergency departments visits due to Ozone,Central Harlem - Morningside Heights,2012,206.95
Asthma emergency departments visits due to Ozone,Central Harlem - Morningside Heights,2015,175.0
Asthma emergency departments visits due to Ozone,Central Harlem - Morningside Heights,2017,143.0
Asthma emergency departments visits due to Ozone,Chelsea - Clinton,2005,63.2
Asthma emergency departments visits due to Ozone,Chelsea - Clinton,2009,58.099999999999994
Asthma emergency departments visits due to Ozone,Chelsea - Clinton,2012,52.150000000000006
Asthma emergency departments visits due to Ozone,Chelsea - Clinton,2015,47.6
Asthma emergency departments visits due to Ozone,Chelsea - Clinton,2017,43.5
Asthma emergency departments visits due to Ozone,Coney Island - Sheepshead Bay,2005,28.0
Asthma emergency departments visits due to Ozone,Coney Island - Sheepshead Bay,2009,33.15
Asthma emergency departments visits due to Ozone,Coney Island - Sheepshead Bay,2012,34.6
Asthma emergency departments visits due to Ozone,Coney Island - Sheepshead Bay,2015,36.95
Asthma emergency departments visits due to Ozone,Coney Island - Sheepshead Bay,2017,33.5
Asthma emergency departments visits due to Ozone,Crotona -Tremont,2005,149.1
Asthma emergency departments visits due to Ozone,Crotona -Tremont,2009,155.65
Asthma emergency departments visits due to Ozone,Crotona -Tremont,2012,186.5
Asthma emergency departments visits due to Ozone,Crotona -Tremont,2015,155.8
Asthma emergency departments visits due to Ozone,Crotona -Tremont,2017,126.0
Asthma emergency departments visits due to Ozone,Downtown - Heights - Slope,2005,64.25
Asthma emergency departments visits due to Ozone,Downtown - Heights - Slope,2009,69.4
Asthma emergency departments visits due to Ozone,Downtown - Heights - Slope,2012,65.25
Asthma emergency departments visits due to Ozone,Downtown - Heights - Slope,2015,48.45
Asthma emergency departments visits due to Ozone,Downtown - Heights - Slope,2017,43.0
Asthma emergency departments visits due to Ozone,East Flatbush - Flatbush,2005,71.65
Asthma emergency departments visits due to Ozone,East Flatbush - Flatbush,2009,97.55
Asthma emergency departments visits due to Ozone,East Flatbush - Flatbush,2012,102.5
Asthma emergency departments visits due to Ozone,East Flatbush - Flatbush,2015,91.05
Asthma emergency departments visits due to Ozone,East Flatbush - Flatbush,2017,76.5
Asthma emergency departments visits due to Ozone,East Harlem,2005,184.35000000000002
Asthma emergency departments visits due to Ozone,East Harlem,2009,205.6
Asthma emergency departments visits due to Ozone,East Harlem,2012,208.25
Asthma emergency departments visits due to Ozone,East Harlem,2015,201.9
Asthma emergency departments visits due to Ozone,East Harlem,2017,170.5
Asthma emergency departments visits due to Ozone,East New York,2005,111.60000000000001
Asthma emergency departments visits due to Ozone,East New York,2009,129.5
Asthma emergency departments visits due to Ozone,East New York,2012,148.8
Asthma emergency departments visits due to Ozone,East New York,2015,135.7
Asthma emergency departments visits due to Ozone,East New York,2017,111.0
Asthma emergency departments visits due to Ozone,Flushing - Clearview,2005,25.049999999999997
Asthma emergency departments visits due to Ozone,Flushing - Clearview,2009,25.25
Asthma emergency departments visits due to Ozone,Flushing - Clearview,2012,26.35
Asthma emergency departments visits due to Ozone,Flushing - Clearview,2015,25.8
Asthma emergency departments visits due to Ozone,Flushing - Clearview,2017,24.5
Asthma emergency departments visits due to Ozone,Fordham - Bronx Pk,2005,99.94999999999999
Asthma emergency departments visits due to Ozone,Fordham - Bronx Pk,2009,99.3
Asthma emergency departments visits due to Ozone,Fordham - Bronx Pk,2012,166.05
Asthma emergency departments visits due to Ozone,Fordham - Bronx Pk,2015,136.65
Asthma emergency departments visits due to Ozone,Fordham - Bronx Pk,2017,110.5
Asthma emergency departments visits due to Ozone,Fresh Meadows,2005,35.400000000000006
Asthma emergency departments visits due to Ozone,Fresh Meadows,2009,40.8
Asthma emergency departments visits due to Ozone,Fresh Meadows,2012,41.650000000000006
Asthma emergency departments visits due to Ozone,Fresh Meadows,2015,37.65
Asthma emergency departments visits due to Ozone,Fresh Meadows,2017,37.0
Asthma emergency departments visits due to Ozone,Gramercy Park - Murray Hill,2005,31.0
Asthma emergency departments visits due to Ozone,Gramercy Park - Murray Hill,2009,44.8
Asthma emergency departments visits due to Ozone,Gramercy Park - Murray Hill,2012,35.65
Asthma emergency departments visits due to Ozone,Gramercy Park - Murray Hill,2015,39.05
Asthma emergency departments visits due to Ozone,Gramercy Park - Murray Hill,2017,31.0
Asthma emergency departments visits due to Ozone,Greenpoint,2005,34.85
Asthma emergency departments visits due to Ozone,Greenpoint,2009,42.75
Asthma emergency departments visits due to Ozone,Greenpoint,2012,41.3
Asthma emergency departments visits due to Ozone,Greenpoint,2015,32.05
Asthma emergency departments visits due to Ozone,Greenpoint,2017,24.5
Asthma emergency departments visits due to Ozone,Greenwich Village - SoHo,2005,14.5
Asthma emergency departments visits due to Ozone,Greenwich Village - SoHo,2009,16.55
Asthma emergency departments visits due to Ozone,Greenwich Village - SoHo,2012,13.1
Asthma emergency departments visits due to Ozone,Greenwich Village - SoHo,2015,13.3
Asthma emergency departments visits due to Ozone,Greenwich Village - SoHo,2017,12.5
Asthma emergency departments visits due to Ozone,High Bridge - Morrisania,2005,147.6
Asthma emergency departments visits due to Ozone,High Bridge - Morrisania,2009,157.55
Asthma emergency departments visits due to Ozone,High Bridge - Morrisania,2012,191.7
Asthma emergency departments visits due to Ozone,High Bridge - Morrisania,2015,172.85000000000002
Asthma emergency departments visits due to Ozone,High Bridge - Morrisania,2017,145.5
Asthma emergency departments visits due to Ozone,Hunts Point - Mott Haven,2005,149.75
Asthma emergency departments visits due to Ozone,Hunts Point - Mott Haven,2009,162.7
Asthma emergency departments visits due to Ozone,Hunts Point - Mott Haven,2012,192.2
Asthma emergency departments visits due to Ozone,Hunts Point - Mott Haven,2015,177.55
Asthma emergency departments visits due to Ozone,Hunts Point - Mott Haven,2017,154.0
Asthma emergency departments visits due to Ozone,Jamaica,2005,75.80000000000001
Asthma emergency departments visits due to Ozone,Jamaica,2009,99.39999999999999
Asthma emergency departments visits due to Ozone,Jamaica,2012,97.55
Asthma emergency departments visits due to Ozone,Jamaica,2015,77.35
Asthma emergency departments visits due to Ozone,Jamaica,2017,66.5
Asthma emergency departments visits due to Ozone,Kingsbridge - Riverdale,2005,49.2
Asthma emergency departments visits due to Ozone,Kingsbridge - Riverdale,2009,46.35
Asthma emergency departments visits due to Ozone,Kingsbridge - Riverdale,2012,68.55
Asthma emergency departments visits due to Ozone,Kingsbridge - Riverdale,2015,57.85
Asthma emergency departments visits due to Ozone,Kingsbridge - Riverdale,2017,45.0
Asthma emergency departments visits due to Ozone,Long Island City - Astoria,2005,29.95
Asthma emergency departments visits due to Ozone,Long Island City - Astoria,2009,51.05
Asthma emergency departments visits due to Ozone,Long Island City - Astoria,2012,45.55
Asthma emergency departments visits due to Ozone,Long Island City - Astoria,2015,43.75
Asthma emergency departments visits due to Ozone,Long Island City - Astoria,2017,39.5
Asthma emergency departments visits due to Ozone,Lower Manhattan,2005,42.05
Asthma emergency departments visits due to Ozone,Lower Manhattan,2009,41.9
Asthma emergency departments visits due to Ozone,Lower Manhattan,2012,39.95
Asthma emergency departments visits due to Ozone,Lower Manhattan,2015,38.15
Asthma emergency departments visits due to Ozone,Lower Manhattan,2017,31.5
Asthma emergency departments visits due to Ozone,Manhattan,2005,81.94999999999999
Asthma emergency departments visits due to Ozone,Manhattan,2009,89.44999999999999
Asthma emergency departments visits due to Ozone,Manhattan,2012,86.85
Asthma emergency departments visits due to Ozone,Manhattan,2015,79.15
Asthma emergency departments visits due to Ozone,Manhattan,2017,65.5
Asthma emergency departments visits due to Ozone,New York City,2005,68.35
Asthma emergency departments visits due to Ozone,New York City,2009,78.0
Asthma emergency departments visits due to Ozone,New York City,2012,86.45
Asthma emergency departments visits due to Ozone,New York City,2015,75.1
Asthma emergency departments visits due to Ozone,New York City,2017,63.0
Asthma emergency departments visits due to Ozone,Northeast Bronx,2005,86.4
Asthma emergency departments visits due to Ozone,Northeast Bronx,2009,60.75
Asthma emergency departments visits due to Ozone,Northeast Bronx,2012,133.15
Asthma emergency departments visits due to Ozone,Northeast Bronx,2015,104.95
Asthma emergency departments visits due to Ozone,Northeast Bronx,2017,85.5
Asthma emergency departments visits due to Ozone,Pelham - Throgs Neck,2005,89.69999999999999
Asthma emergency departments visits due to Ozone,Pelham - Throgs Neck,2009,87.05
Asthma emergency departments visits due to Ozone,Pelham - Throgs Neck,2012,121.15
Asthma emergency departments visits due to Ozone,Pelham - Throgs Neck,2015,95.75
Asthma emergency departments visits due to Ozone,Pelham - Throgs Neck,2017,80.5
Asthma emergency departments visits due to Ozone,Port Richmond,2005,75.4
